conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1933368031532711982,Fri Jun 13 03:37:13 +0000 2025,0,@Adriandhy maaf film jumbo kapan tayang di platform online ya? adikku anak luar biasa mau nonton jumbo tapi udah turun layar dari kemarin mau nonton tapi takut anaknya mengganggu penonton lain:(,1933368031532711982,,Adriandhy,in,,0,0,0,https://x.com/undefined/status/1933368031532711982,1880424079502766083,
1933133728748077429,Fri Jun 13 03:19:31 +0000 2025,0,@CenayangFilm Belum ada yg terlalu ngejagoin sih soalnya ya film tahun ini baru jumbo doang yg emng diluar espektasi,1933363577072857209,,CenayangFilm,in,,0,0,0,https://x.com/undefined/status/1933363577072857209,1460944704137138178,
1933359695923982616,Fri Jun 13 03:04:06 +0000 2025,0,Setidaknya ikut menjadi satu dari 10 juta++ penonton film JUMBO di bioskop untuk mencetak sejarah di perfilman Indonesia. *Fenomena traktir nonton JUMBO itu fakta. Dan kalau bicara isi filmnya fix saya jatuh cinta pada karakter Nurman dan 3 embek milik Engkongnya. https://t.co/6ON12LqTBu,1933359695923982616,https://pbs.twimg.com/media/GtSsY65asAAyA2o.jpg,,in,,0,0,0,https://x.com/undefined/status/1933359695923982616,1175878758,
1906547898961252439,Fri Jun 13 02:51:12 +0000 2025,0,Hari ke-74 Kamis (12/6) film Jumbo sudah keluar dari bioskop Setiabudi.,1933356450535137641,,Kofindo,in,,0,1,1,https://x.com/undefined/status/1933356450535137641,551700617,
1906547898961252439,Fri Jun 13 02:51:04 +0000 2025,0,[Hari 74#] Jadwal pemutaran film Jumbo Kamis (12/6): Mangkang 11:50* Java 11:00* Citra 14:35 18:55 30:55*,1933356417374933155,,Kofindo,in,,0,1,0,https://x.com/undefined/status/1933356417374933155,551700617,
1933184008638390440,Fri Jun 13 02:08:55 +0000 2025,0,@bagus_carito @cinepoint_ Banyak film indo yang bagus rilis setelah jumbo loh. Tapi semuanya Rijal. yang selamet ya lagi2 film hororr.,1933345809233555831,,bagus_carito,in,,0,2,0,https://x.com/undefined/status/1933345809233555831,4069970780,
1933230858426855605,Fri Jun 13 01:38:32 +0000 2025,6,@PNS_Ababil Jangan lupa ibox ngantri film jumbo 10jt film daerah wisata macet tiap weekend.,1933338165152264627,,PNS_Ababil,in,,0,0,1,https://x.com/undefined/status/1933338165152264627,1529083005561864192,
1933326099154677937,Fri Jun 13 00:50:36 +0000 2025,0,Salah dua film tahun ini yang sudah ku tonton dua kali. Pertama Jumbo kedua ya film ini. Sangat bagus sangat layak ditonton lebih dari satu kali. Nilai-nilai ceritanya sangat bagus dan relevan mata dan telinga dimanjakan dgn sound dan visual yg ciamik. Mantap!!,1933326099154677937,,,in,,0,0,0,https://x.com/undefined/status/1933326099154677937,1224324349,
1933128100516430332,Fri Jun 13 00:12:04 +0000 2025,1,@FilmIndoSource Pengen liat Jumbo bersaing di semua kategori film terbaik bukan hanya kategori film animasi panjang terbaik..,1933316401550479533,,FilmIndoSource,in,,0,0,0,https://x.com/undefined/status/1933316401550479533,124179374,
1933141264234676607,Thu Jun 12 23:29:14 +0000 2025,0,@Adriandhy @cinepoint_ Jumbo salah satu film yg akan selalu membekas di hati ️,1933305621996318909,,Adriandhy,in,,0,0,0,https://x.com/undefined/status/1933305621996318909,130354303,
1933301366686167476,Thu Jun 12 23:12:19 +0000 2025,2,Terimakasih JUMBO sudah memberikan tayangan dan moment seru especially selama lebaran karena kamu anak-anak kembali punya film Indonesia yg akan di kenang!,1933301366686167476,,,in,,0,0,1,https://x.com/undefined/status/1933301366686167476,1417849727190663169,
1933298298183700847,Thu Jun 12 23:00:07 +0000 2025,0,anjir gue suka banget lagu film jumbo,1933298298183700847,,,in,,0,0,0,https://x.com/undefined/status/1933298298183700847,1036995044308213762,
1933184008638390440,Thu Jun 12 20:34:57 +0000 2025,0,@kencilii @cinepoint_ yang penting kalahkan film produksi PH yang menghina jumbo dan tak etis judul filmnya,1933261762104815684,,kencilii,in,,0,1,0,https://x.com/undefined/status/1933261762104815684,1755499498858786817,
1933184008638390440,Thu Jun 12 19:55:39 +0000 2025,10,@cinepoint_ Target GJLS: kalahkan film ranking 8 buatan PH yang menjelekin jumbo,1933251873311764875,,cinepoint_,in,,0,2,1,https://x.com/undefined/status/1933251873311764875,1755499498858786817,
1933141264234676607,Thu Jun 12 18:01:03 +0000 2025,22,@Adriandhy @cinepoint_ Hype dari sebelum tayang terus ngikutin dari awal tayang sampe sekarang udah 10.17juta. Bangga sekaligus terharu sih menyaksikan film animasi Indonesia pertama yang langsung ke puncak daftar film Indonesia terlaris sepanjang masa. Proud Jumbo,1933223034032435255,,Adriandhy,in,,0,0,0,https://x.com/undefined/status/1933223034032435255,1738232643454652416,
1933184008638390440,Thu Jun 12 16:50:25 +0000 2025,3,@cinepoint_ Setelah fenomena Jumbo abis itu banyak bener yang Rijal dana udah pada abis buat nonton jumbo kali ya terlebih film impor secara beruntun banyak yang sukses diatas sejuta penonton.,1933205257452220821,,cinepoint_,in,,0,2,0,https://x.com/undefined/status/1933205257452220821,4069970780,
1933205173788352833,Thu Jun 12 16:50:05 +0000 2025,0,wts want to sale! yg mau nonton bioskop murah bisa banget pake promo cinepolis. 25K/ Voucher! Bebas pilih film hari &amp; jam. Khusus kategori film Regular 2d yang mau bisa langsung dm atau lewat wa link tertera di bio. tag ballerina jumbo mission impossible gowok gundik https://t.co/nBUf0n7ElA,1933205173788352833,https://pbs.twimg.com/media/GtQf2ktbQAApDZR.jpg,,in,,0,2,0,https://x.com/undefined/status/1933205173788352833,1636043367535771650,
1933088292687474913,Thu Jun 12 16:28:56 +0000 2025,0,@cellycia1112 Konsepnya Meri yg di film Jumbo gtu yak,1933199850105155918,,cellycia1112,in,,0,0,0,https://x.com/undefined/status/1933199850105155918,1334279048344739841,
1933199432415416375,Thu Jun 12 16:27:16 +0000 2025,0,Momen seru dan penuh makna dalam kegiatan nonton bareng film karya anak bangsa bersama Bupati Cilacap dan Bunda Literasi Kabupaten Cilacap. #GaleriPelangi #FilmAnakBangsa #Jumbo #ArpusCilacap #CilacapMembaca #SalamLiterasi #CilacapBercahayaMajuBesar https://t.co/D9W9UVTv0P,1933199432415416375,https://pbs.twimg.com/amplify_video_thumb/1933198433252446209/img/jxY49fR4CKWAbxcR.jpg,,in,,0,0,0,https://x.com/undefined/status/1933199432415416375,1596051297072910336,
1933197906384912569,Thu Jun 12 16:21:12 +0000 2025,2,Thanks film Jumbo jadi keinget nonton ini pas lebaran Idul Fitri hari ke-5 lebaran rame nya minta ampun,1933197906384912569,,,in,,0,0,1,https://x.com/undefined/status/1933197906384912569,1832799427612037120,
1933195720938734018,Thu Jun 12 16:12:31 +0000 2025,0,film ? no more bets kalo yg di bisokop jumbo,1933195720938734018,,,in,,0,0,0,https://x.com/undefined/status/1933195720938734018,244748879,
1933194254551330923,Thu Jun 12 16:06:45 +0000 2025,0,Jumbo jdi satu2nya film animasi Indonesia yg berhasil menembus Box Office nih selain itu Jumbo jga jdi film animasi terlaris se Asia Tenggara! bangga banget gasih? https://t.co/mJwtYNE15H,1933194270380564502,https://pbs.twimg.com/media/GtQSPgNbkAAx6_R.jpg,Starhitsid,in,,0,1,0,https://x.com/undefined/status/1933194270380564502,385250674,
1933194254551330923,Thu Jun 12 16:06:44 +0000 2025,1,nih salah satu cuplikan proses pembuatan scene di film Jumbo! https://t.co/N112TbENX2,1933194266953802050,https://pbs.twimg.com/amplify_video_thumb/1933189598420799488/img/HFxrAjRCZkJnjjav.jpg,Starhitsid,in,,0,1,0,https://x.com/undefined/status/1933194266953802050,385250674,
1933194254551330923,Thu Jun 12 16:06:43 +0000 2025,0,dedikasinya gak main-main Jumbo uda dikerjakan dari tahun 2019 loh guys gimana gak lama? bayangin aja untuk durasi satu detik di film Jumbo membutuhkan 24 frame animasi mean while total durasi film Jumbo 1 jam 32 menit! https://t.co/zSB0p6VOk8,1933194262776279531,https://pbs.twimg.com/media/GtQRR6cbIAAvCnl.jpg,Starhitsid,in,,0,1,0,https://x.com/undefined/status/1933194262776279531,385250674,
1933194254551330923,Thu Jun 12 16:06:42 +0000 2025,0,hari ini film Jumbo resmi turun layar dan membuat sejarah baru. skrg Jumbo resmi menjadi film original terlaris di Indonesia dengan jumlah penonton 10.171.372 mengalahkan rekor sebelumnya yaitu film KKN di Desa Penari. Gimana menurut kalian apakah Jumbo emg deserve dpt predikat https://t.co/GSLzyfFp76,1933194258892333382,https://pbs.twimg.com/media/GtQQ-1waAAERToS.jpg,Starhitsid,in,,0,1,0,https://x.com/undefined/status/1933194258892333382,385250674,
1933194254551330923,Thu Jun 12 16:06:41 +0000 2025,2,awal2 penayangannya film Jumbo sempat menuai pro dan kontra. Netizen gencar bgt mengkritik film ini mulai dari penokohan alur smpe ke plot ceritanya. yg lebih parahnya lgi katanya film ini mengandung unsur klenik yg bisa merusak akidah anak anak? waduhh! https://t.co/tL6dTSTaMF,1933194254551330923,https://pbs.twimg.com/media/GtQQjT8bAAAL0Fr.jpg,,in,,0,1,0,https://x.com/undefined/status/1933194254551330923,385250674,
1933183613107061062,Thu Jun 12 15:24:24 +0000 2025,1,‍ Bun Jumbo tuh jadi ngalahin Avengers ga sih? Ngga. Avengers 10 9jt Jumbo 10 1jt. ‍ Walah jauh. Tapi kayaknya film GJLS bisa deh. Terlalu optimis padahal nonton jg belum ,1933183613107061062,,,in,,0,1,0,https://x.com/undefined/status/1933183613107061062,38407840,
1933182771226407334,Thu Jun 12 15:21:04 +0000 2025,0,kalo film jumbo,1933182771226407334,,,in,,0,0,0,https://x.com/undefined/status/1933182771226407334,1349612028499947522,
1933180714511737307,Thu Jun 12 15:12:53 +0000 2025,0,1. jumbo april 2. conclave kapan yak 3. until dawn mei akhir jaraknya lama lama soalnya lagi ga mood nonton film,1933180714511737307,,,in,,0,0,0,https://x.com/undefined/status/1933180714511737307,1201355005858467840,
1933172707727982638,Thu Jun 12 14:41:04 +0000 2025,0,kebanyakan anime yukza fiance sama after rain. film sih jumbo,1933172707727982638,,,in,,0,0,0,https://x.com/undefined/status/1933172707727982638,1894380861220687875,
1933171679196598311,Thu Jun 12 14:36:59 +0000 2025,11,Udah nonton film gjls hip @Rigensih @anantarispo @hifdzikhoir Tahun ini cuma nungguin jumbo sama film gjls aja ga kecewa rate GJLS/10. Plot twist nya ga keitung rispo gerrr terus dari TOM. Di-ending sampe pada applause penonton hip saran sih cuma yg adegan casting agak,1933171679196598311,,,in,,0,0,5,https://x.com/undefined/status/1933171679196598311,1317513612617867264,
1933170001156112892,Thu Jun 12 14:30:19 +0000 2025,0,Kalau film terakhir yang di tonton masih Jumbo,1933170001156112892,,,in,,0,0,0,https://x.com/undefined/status/1933170001156112892,458063294,
1933164856620011882,Thu Jun 12 14:09:52 +0000 2025,0,di otak gua isinya andai andai mulu kaya lagu film jumbo andaikan saat itu datang ,1933164856620011882,,,in,,0,1,0,https://x.com/undefined/status/1933164856620011882,1605669737715109888,
1933161291495129137,Thu Jun 12 13:55:44 +0000 2025,6,Lebih kocak dari agak laen lebih horor dari desa penari dan lebih drama dari jumbo Kalau 1 jumbo aja bisa 10jt penonton ini film malah punya 3 jumbo Yah minimal 54jt penonton sih ini fix #gjls #gjlsIbukuIbuIbu https://t.co/ilsHBCVlWo,1933161299577548894,https://pbs.twimg.com/media/GtP39PUa4AAxco3.jpg,RezaTristianto,in,,0,0,0,https://x.com/undefined/status/1933161299577548894,239724747,
1933133728748077429,Thu Jun 12 13:55:04 +0000 2025,3,@CenayangFilm Film: Jumbo 1 kakak 7 ponakan sama Pengepungan di Bukit Duri. Aktor: Chicco Kurniawan,1933161130593271933,,CenayangFilm,in,,0,0,0,https://x.com/undefined/status/1933161130593271933,2254787029,
1933160564748140893,Thu Jun 12 13:52:49 +0000 2025,0,Jujur kalo lagi marah gue akan selalu inget apa kat bang Acil di film Jumbo Marah boleh kesel boleh tapi jangan sampe marah ke orang lain yang gak tau apa-apa.. ,1933160564748140893,,,in,,0,0,0,https://x.com/undefined/status/1933160564748140893,1922189699193745408,
1933159182011937223,Thu Jun 12 13:47:20 +0000 2025,0,Jujur baru nonton Jumbo hari ini. Agak film hantu ya bund sebenernya wakakakak,1933159182011937223,,,in,,0,0,0,https://x.com/undefined/status/1933159182011937223,626008897,
1933158101080997963,Thu Jun 12 13:43:02 +0000 2025,0,Jumbo itu film atau popcorn,1933158101080997963,,,in,,0,0,0,https://x.com/undefined/status/1933158101080997963,1892540785637392384,
1933146139769090479,Thu Jun 12 13:33:59 +0000 2025,0,@WatchmenID Mantep sekali yang penting jumlah penonton mesti kalahkan film yang dimana PH nya menjelekin jumbo,1933155826136686610,,WatchmenID,in,,0,0,0,https://x.com/undefined/status/1933155826136686610,1755499498858786817,
1932769389516107845,Thu Jun 12 12:55:46 +0000 2025,0,@ekowboy2 Wow pastinya bakal ngalahin film terlaris jumbo...alumni 212 yg jumlahnya jutaan bkl nonton semua neh...,1933146206756360261,,ekowboy2,in,,0,0,0,https://x.com/undefined/status/1933146206756360261,3252168672,
1933142366611001543,Thu Jun 12 12:40:30 +0000 2025,1,Terimakasih untuk tracking Film JUMBO ,1933142366611001543,,,in,,0,0,0,https://x.com/undefined/status/1933142366611001543,1426221748165386245,
1933141264234676607,Thu Jun 12 12:36:08 +0000 2025,2146, Terima kasih banyak BIBO dan @cinepoint_ sudah jadi teman baik dalam perjalanan film animasi Jumbo! Selalu informatif sabar dan berbagi dengan hangat. Meski rasanya bittersweet karena #FilmJUMBO sebentar lagi turun layar memori ini akan tinggal di hati saya. Sampai jumpa!,1933141264234676607,,,in,,4,35,267,https://x.com/undefined/status/1933141264234676607,68122088,
1933136809640579303,Thu Jun 12 12:18:26 +0000 2025,1533,Walau Jumbo itu film fiksi tapi kita semua tau Bang Acil itu bukan tokoh fiksi. Ada banyak Bang Acil di dunia nyata. Anak-anak/remaja yang jadi yatim piatu di usia muda. Terpaksa harus jadi kepala keluarga cari nafkah &amp; membesarkan adek-adeknya.,1933136809640579303,,,in,,6,2,409,https://x.com/undefined/status/1933136809640579303,182261760,
1933130611809804499,Thu Jun 12 11:53:48 +0000 2025,0,guys film jumbo di golden teater tulungagung udah ga ada kah?,1933130611809804499,,,in,,0,0,0,https://x.com/undefined/status/1933130611809804499,1271961637876977664,
1933120582960435324,Thu Jun 12 11:13:57 +0000 2025,1,Woww JUMBO berhasil meraih jumlah penonton yang FANTASTIC !!!! Dan juga jadi film animasi dengan penonton terbanyak SEPANJANG MASA Congrats #jumbo https://t.co/d30xjv9DZD,1933120582960435324,https://pbs.twimg.com/media/GtPRnBuagAA9Xo8.jpg,,in,,0,1,0,https://x.com/undefined/status/1933120582960435324,1121448049,
1933118307626082605,Thu Jun 12 11:04:54 +0000 2025,0,Film animasi Indonesia JUMBO sudah tembus 10.171.372 penonton. Yeay! https://t.co/NQosk5hbBW,1933118307626082605,https://pbs.twimg.com/amplify_video_thumb/1933084734932013056/img/xHE0MP_ZBP4xuCCC.jpg,,in,,0,0,1,https://x.com/undefined/status/1933118307626082605,786549338818224128,
1933073938395087229,Thu Jun 12 09:42:37 +0000 2025,0,@frankocean1106 ambil saja DKV Binus prestasinya adalah film jumbo Juki keduanya alumni Binus,1933097599235707319,,ourtejanoblue,in,,0,0,0,https://x.com/undefined/status/1933097599235707319,1755499498858786817,
1932973765719404937,Thu Jun 12 09:37:03 +0000 2025,1,@Sentjoko Kalau penonton film #senyummanies bisa menyamai rekor penonton film Jumbo gue bakal tutup akun ini. Btw gue cuma punya akun ini. Gue udah lupa password akun gue di Fb dan gue gak punya akun di Ig or Toktok. https://t.co/6JQRekgZdB,1933096196878610820,https://pbs.twimg.com/media/GtO8vutacAE5BuB.jpg,Sentjoko,in,,0,0,0,https://x.com/undefined/status/1933096196878610820,1036208831955488769,
1933092312508407991,Thu Jun 12 09:21:37 +0000 2025,1,thank you jumbo uda menggulingkan dinasti film viral,1933092312508407991,,,in,,0,0,0,https://x.com/undefined/status/1933092312508407991,416060045,
